show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,date_added_parsed,year_added,month_added,duration_val,decade
s3222,Movie,Title 3221,Director_170,"Actor_363, Actor_045, Actor_003, Actor_030",United States,"December 11, 2016",2015,PG-13,135 min,"Reality TV, Horror Movies",2016-12-11,2016,12,135.0,2010s
s3223,Movie,Title 3222,,"Actor_150, Actor_079",United Kingdom,"November 13, 2022",2014,PG-13,154 min,"Anime Series, Music & Musicals, Horror Movies",2022-11-13,2022,11,154.0,2010s
s3224,Movie,Title 3223,Director_038,"Actor_421, Actor_339",South Korea,"March 21, 2022",2000,R,112 min,Reality TV,2022-03-21,2022,3,112.0,2000s
s3225,Movie,Title 3224,Director_009,"Actor_186, Actor_345",United States,"January 22, 2022",2022,PG-13,134 min,"International Movies, Crime TV Shows",2022-01-22,2022,1,134.0,2020s
s3226,TV Show,Title 3225,Director_147,"Actor_243, Actor_174, Actor_286, Actor_429",United States,"December 21, 2017",2022,TV-14,5 Seasons,"Music & Musicals, Reality TV",2017-12-21,2017,12,5.0,2020s
s3227,Movie,Title 3226,Director_000,"Actor_059, Actor_386, Actor_263, Actor_326, Actor_343",Mexico,"September 12, 2018",2009,NR,101 min,International Movies,2018-09-12,2018,9,101.0,2000s
s3228,Movie,Title 3227,Director_005,"Actor_322, Actor_433, Actor_296, Actor_350",United States,"April 13, 2020",2022,PG-13,131 min,Action & Adventure,2020-04-13,2020,4,131.0,2020s
s3229,Movie,Title 3228,Director_180,"Actor_463, Actor_325, Actor_304, Actor_071, Actor_116",France,"October 08, 2015",2008,PG-13,96 min,"Comedies, Romantic Movies, Stand-Up Comedy",2015-10-08,2015,10,96.0,2000s
s3230,Movie,Title 3229,Director_173,"Actor_073, Actor_251",United States,"May 17, 2020",2019,R,111 min,"Thrillers, Action & Adventure, Reality TV",2020-05-17,2020,5,111.0,2010s
s3231,Movie,Title 3230,Director_065,"Actor_009, Actor_196, Actor_188, Actor_141",United States,"November 21, 2019",2012,PG-13,161 min,"Reality TV, Action & Adventure, Comedies",2019-11-21,2019,11,161.0,2010s
s3232,Movie,Title 3231,Director_037,"Actor_261, Actor_003",United States,"March 24, 2021",1985,PG,115 min,Sports Movies,2021-03-24,2021,3,115.0,1980s
s3233,Movie,Title 3232,Director_160,"Actor_069, Actor_483, Actor_351, Actor_019",United Kingdom,"May 10, 2022",2022,PG-13,84 min,Music & Musicals,2022-05-10,2022,5,84.0,2020s
s3234,Movie,Title 3233,Director_066,"Actor_408, Actor_247, Actor_189, Actor_373",India,"December 17, 2017",2011,PG-13,73 min,"International Movies, Sports Movies, Documentaries",2017-12-17,2017,12,73.0,2010s
s3235,Movie,Title 3234,Director_099,"Actor_318, Actor_289, Actor_232, Actor_240, Actor_391",South Korea,"April 21, 2016",2018,R,156 min,"International Movies, Anime Series, Crime TV Shows",2016-04-21,2016,4,156.0,2010s
s3236,Movie,Title 3235,Director_076,"Actor_483, Actor_159, Actor_302, Actor_414, Actor_351",United States,"December 16, 2016",2008,PG,139 min,"Thrillers, Reality TV",2016-12-16,2016,12,139.0,2000s
s3237,Movie,Title 3236,Director_034,"Actor_380, Actor_178",India,"August 31, 2015",1966,R,116 min,Reality TV,2015-08-31,2015,8,116.0,1960s
s3238,TV Show,Title 3237,Director_044,"Actor_085, Actor_418, Actor_341",United Kingdom,"August 11, 2021",1981,TV-14,6 Seasons,International Movies,2021-08-11,2021,8,6.0,1980s
s3239,Movie,Title 3238,Director_149,"Actor_088, Actor_152, Actor_224, Actor_089, Actor_103",South Korea,"July 24, 2017",2012,PG-13,118 min,"Action & Adventure, Kids TV, Thrillers",2017-07-24,2017,7,118.0,2010s
s3240,Movie,Title 3239,Director_067,"Actor_125, Actor_069, Actor_071, Actor_264",India,"March 04, 2019",2018,R,170 min,"Documentaries, Anime Series",2019-03-04,2019,3,170.0,2010s
s3241,Movie,Title 3240,Director_016,"Actor_229, Actor_248, Actor_054, Actor_466",India,"April 17, 2017",2006,PG-13,78 min,"International Movies, Stand-Up Comedy, Documentaries",2017-04-17,2017,4,78.0,2000s
s3242,Movie,Title 3241,Director_004,"Actor_287, Actor_366, Actor_011, Actor_224, Actor_044",Germany,"September 07, 2018",2018,PG,124 min,Anime Series,2018-09-07,2018,9,124.0,2010s
s3243,Movie,Title 3242,Director_056,"Actor_029, Actor_128",India,"August 20, 2021",2018,PG,156 min,"Dramas, Documentaries",2021-08-20,2021,8,156.0,2010s
s3244,TV Show,Title 3243,Director_094,"Actor_251, Actor_310, Actor_151, Actor_209, Actor_215",India,"July 21, 2020",2018,TV-G,3 Seasons,Romantic Movies,2020-07-21,2020,7,3.0,2010s
s3245,TV Show,Title 3244,Director_167,"Actor_216, Actor_102, Actor_319, Actor_245, Actor_492",United States,"December 03, 2018",2012,TV-MA,4 Seasons,"Sci-Fi & Fantasy, Kids TV, Thrillers",2018-12-03,2018,12,4.0,2010s
s3246,Movie,Title 3245,Director_029,"Actor_410, Actor_284, Actor_385, Actor_067, Actor_209",South Korea,"July 21, 2022",2022,R,165 min,Horror Movies,2022-07-21,2022,7,165.0,2020s
s3247,Movie,Title 3246,Director_169,"Actor_337, Actor_365, Actor_408, Actor_124",South Korea,"July 18, 2021",2012,PG,150 min,"Stand-Up Comedy, Sports Movies",2021-07-18,2021,7,150.0,2010s
s3248,Movie,Title 3247,Director_006,"Actor_307, Actor_116, Actor_316, Actor_206",Brazil,"August 28, 2015",2011,R,83 min,"Documentaries, Action & Adventure",2015-08-28,2015,8,83.0,2010s
s3249,TV Show,Title 3248,Director_123,"Actor_422, Actor_463, Actor_231, Actor_017",India,"May 19, 2015",1993,TV-PG,3 Seasons,"Romantic Movies, Crime TV Shows, Dramas",2015-05-19,2015,5,3.0,1990s
s3250,Movie,Title 3249,Director_198,"Actor_034, Actor_050, Actor_462",South Korea,"February 24, 2016",2004,PG,155 min,International Movies,2016-02-24,2016,2,155.0,2000s
s3251,Movie,Title 3250,Director_090,"Actor_218, Actor_042, Actor_488",India,"May 04, 2019",1972,NR,87 min,"Horror Movies, Anime Series",2019-05-04,2019,5,87.0,1970s
s3252,Movie,Title 3251,Director_146,"Actor_011, Actor_139",Spain,"October 31, 2015",2016,PG-13,95 min,Reality TV,2015-10-31,2015,10,95.0,2010s
s3253,Movie,Title 3252,Director_168,"Actor_005, Actor_281, Actor_477, Actor_100, Actor_187",United States,"December 02, 2020",1998,PG,93 min,"Stand-Up Comedy, Music & Musicals, Action & Adventure",2020-12-02,2020,12,93.0,1990s
s3254,Movie,Title 3253,Director_161,"Actor_499, Actor_003",United States,"July 18, 2021",2003,PG-13,149 min,Sci-Fi & Fantasy,2021-07-18,2021,7,149.0,2000s
s3255,Movie,Title 3254,Director_149,"Actor_440, Actor_287",Germany,"June 28, 2018",2019,R,122 min,"International Movies, Kids TV, Horror Movies",2018-06-28,2018,6,122.0,2010s
s3256,Movie,Title 3255,,"Actor_339, Actor_051",South Korea,"July 19, 2020",2005,PG,171 min,"Thrillers, Sports Movies",2020-07-19,2020,7,171.0,2000s
s3257,TV Show,Title 3256,Director_005,"Actor_351, Actor_002, Actor_046, Actor_200, Actor_073",Canada,"January 07, 2015",1998,TV-14,4 Seasons,"Action & Adventure, Stand-Up Comedy, Horror Movies",2015-01-07,2015,1,4.0,1990s
s3258,Movie,Title 3257,Director_108,"Actor_179, Actor_073, Actor_240",South Korea,"August 10, 2022",1990,R,154 min,"Dramas, Comedies, Sci-Fi & Fantasy",2022-08-10,2022,8,154.0,1990s
s3259,Movie,Title 3258,Director_094,"Actor_233, Actor_174, Actor_241, Actor_255",United States,"February 04, 2021",2019,PG-13,85 min,"Dramas, Reality TV",2021-02-04,2021,2,85.0,2010s
s3260,TV Show,Title 3259,Director_152,"Actor_296, Actor_115, Actor_365, Actor_233",India,"March 14, 2018",1985,TV-14,3 Seasons,Romantic Movies,2018-03-14,2018,3,3.0,1980s
s3261,Movie,Title 3260,,"Actor_057, Actor_373",Mexico,"February 20, 2016",2011,PG-13,169 min,Music & Musicals,2016-02-20,2016,2,169.0,2010s
s3262,Movie,Title 3261,Director_009,"Actor_422, Actor_103, Actor_042, Actor_213, Actor_478",United States,"June 06, 2022",2013,PG-13,170 min,"Action & Adventure, Music & Musicals",2022-06-06,2022,6,170.0,2010s
s3263,Movie,Title 3262,Director_025,"Actor_387, Actor_319, Actor_011, Actor_193",United States,"February 18, 2018",2017,PG-13,158 min,"Sci-Fi & Fantasy, Crime TV Shows, Romantic Movies",2018-02-18,2018,2,158.0,2010s
s3264,Movie,Title 3263,Director_132,"Actor_241, Actor_413, Actor_453, Actor_197",United States,"February 21, 2018",2016,PG-13,163 min,"Anime Series, Stand-Up Comedy",2018-02-21,2018,2,163.0,2010s
s3265,TV Show,Title 3264,Director_067,"Actor_156, Actor_283",Japan,"May 30, 2015",2020,TV-PG,6 Seasons,"Stand-Up Comedy, International Movies",2015-05-30,2015,5,6.0,2020s
s3266,Movie,Title 3265,Director_097,"Actor_127, Actor_419, Actor_099, Actor_487",United States,"September 10, 2021",1972,R,109 min,"Dramas, Action & Adventure",2021-09-10,2021,9,109.0,1970s
s3267,Movie,Title 3266,Director_070,"Actor_060, Actor_173",United States,"August 25, 2021",2003,R,106 min,"Documentaries, Sports Movies",2021-08-25,2021,8,106.0,2000s
s3268,Movie,Title 3267,Director_049,"Actor_073, Actor_015, Actor_230, Actor_130",United States,"December 09, 2019",2001,R,114 min,"Sci-Fi & Fantasy, Horror Movies",2019-12-09,2019,12,114.0,2000s
s3269,Movie,Title 3268,Director_016,"Actor_237, Actor_339",United Kingdom,"April 18, 2017",1987,R,142 min,"Stand-Up Comedy, Music & Musicals, Sci-Fi & Fantasy",2017-04-18,2017,4,142.0,1980s
s3270,TV Show,Title 3269,,"Actor_146, Actor_404",India,"August 10, 2020",2002,TV-14,8 Seasons,Kids TV,2020-08-10,2020,8,8.0,2000s
s3271,Movie,Title 3270,Director_052,"Actor_038, Actor_026, Actor_274, Actor_345, Actor_106",Turkey,"August 24, 2019",2004,G,85 min,"Stand-Up Comedy, Anime Series, Kids TV",2019-08-24,2019,8,85.0,2000s
s3272,Movie,Title 3271,Director_049,"Actor_295, Actor_472, Actor_286, Actor_428, Actor_462",United States,"September 01, 2015",2013,PG-13,176 min,"Comedies, Sports Movies",2015-09-01,2015,9,176.0,2010s
s3273,TV Show,Title 3272,Director_135,"Actor_467, Actor_153, Actor_231, Actor_121, Actor_397",United States,"March 25, 2020",2017,TV-G,5 Seasons,"Sci-Fi & Fantasy, Stand-Up Comedy, Dramas",2020-03-25,2020,3,5.0,2010s
s3274,Movie,Title 3273,Director_123,"Actor_464, Actor_450, Actor_361, Actor_286",Japan,"November 22, 2018",2008,R,130 min,"Romantic Movies, Reality TV, Crime TV Shows",2018-11-22,2018,11,130.0,2000s
s3275,TV Show,Title 3274,Director_061,"Actor_355, Actor_288, Actor_049, Actor_045",India,"June 28, 2018",2018,TV-14,2 Seasons,"Sports Movies, Documentaries, Kids TV",2018-06-28,2018,6,2.0,2010s
s3276,TV Show,Title 3275,Director_075,"Actor_009, Actor_231",United States,"May 28, 2017",2006,TV-PG,7 Seasons,"Kids TV, Sports Movies, Documentaries",2017-05-28,2017,5,7.0,2000s
s3277,TV Show,Title 3276,Director_122,"Actor_118, Actor_089, Actor_048, Actor_226, Actor_483",United States,"September 08, 2022",2002,TV-MA,8 Seasons,"Anime Series, Stand-Up Comedy, Sports Movies",2022-09-08,2022,9,8.0,2000s
s3278,Movie,Title 3277,Director_089,"Actor_297, Actor_201, Actor_489, Actor_389",United States,"August 13, 2018",2014,PG-13,78 min,"Thrillers, Comedies, Sports Movies",2018-08-13,2018,8,78.0,2010s
s3279,Movie,Title 3278,Director_028,"Actor_219, Actor_024, Actor_364",South Korea,"September 03, 2017",1967,PG,171 min,"Kids TV, Dramas",2017-09-03,2017,9,171.0,1960s
s3280,TV Show,Title 3279,Director_101,"Actor_415, Actor_490",Japan,"March 04, 2019",1978,TV-G,3 Seasons,Comedies,2019-03-04,2019,3,3.0,1970s
s3281,Movie,Title 3280,Director_100,"Actor_219, Actor_254, Actor_365",United States,"February 12, 2018",2010,PG-13,87 min,"Sports Movies, Horror Movies, Reality TV",2018-02-12,2018,2,87.0,2010s
s3282,Movie,Title 3281,Director_109,"Actor_395, Actor_223, Actor_307, Actor_272",United States,"August 10, 2020",2023,R,105 min,"Horror Movies, Anime Series, Documentaries",2020-08-10,2020,8,105.0,2020s
s3283,TV Show,Title 3282,Director_171,"Actor_458, Actor_258, Actor_482, Actor_133, Actor_186",United States,"July 06, 2016",2018,TV-Y7,5 Seasons,"Reality TV, Music & Musicals",2016-07-06,2016,7,5.0,2010s
s3284,TV Show,Title 3283,Director_108,"Actor_091, Actor_352, Actor_150",Spain,"April 26, 2016",1980,TV-MA,1 Season,"Music & Musicals, Sci-Fi & Fantasy",2016-04-26,2016,4,1.0,1980s
s3285,Movie,Title 3284,Director_172,"Actor_077, Actor_360, Actor_263, Actor_128, Actor_320",Germany,"August 22, 2016",2021,PG,111 min,"Sci-Fi & Fantasy, Horror Movies",2016-08-22,2016,8,111.0,2020s
s3286,Movie,Title 3285,Director_028,"Actor_243, Actor_438, Actor_057",United States,"September 11, 2022",2018,PG,179 min,"Comedies, Crime TV Shows",2022-09-11,2022,9,179.0,2010s
s3287,Movie,Title 3286,Director_058,"Actor_363, Actor_431, Actor_088",Japan,"July 10, 2021",2016,NR,124 min,Comedies,2021-07-10,2021,7,124.0,2010s
s3288,TV Show,Title 3287,Director_142,"Actor_496, Actor_492",United States,"November 17, 2021",2020,TV-14,2 Seasons,"Comedies, Thrillers",2021-11-17,2021,11,2.0,2020s
s3289,TV Show,Title 3288,Director_069,"Actor_158, Actor_444, Actor_110",Japan,"March 10, 2018",2009,TV-MA,2 Seasons,"Crime TV Shows, Music & Musicals",2018-03-10,2018,3,2.0,2000s
s3290,Movie,Title 3289,Director_095,"Actor_367, Actor_011, Actor_492, Actor_458, Actor_035",Nigeria,"August 05, 2016",1996,R,149 min,"Sports Movies, Reality TV",2016-08-05,2016,8,149.0,1990s
s3291,Movie,Title 3290,Director_043,"Actor_350, Actor_273, Actor_010, Actor_175, Actor_124",Mexico,"May 17, 2015",2013,PG-13,80 min,"Horror Movies, Stand-Up Comedy, Anime Series",2015-05-17,2015,5,80.0,2010s
s3292,TV Show,Title 3291,Director_163,"Actor_201, Actor_376, Actor_268, Actor_332",United Kingdom,"September 30, 2017",2014,TV-14,7 Seasons,"Dramas, Sci-Fi & Fantasy, Crime TV Shows",2017-09-30,2017,9,7.0,2010s
s3293,Movie,Title 3292,Director_083,"Actor_181, Actor_463, Actor_235, Actor_116",Turkey,"June 05, 2020",2014,R,74 min,"Romantic Movies, Comedies",2020-06-05,2020,6,74.0,2010s
s3294,Movie,Title 3293,Director_120,"Actor_020, Actor_036, Actor_358, Actor_306, Actor_236",United Kingdom,"June 23, 2019",2014,R,116 min,"Romantic Movies, Comedies, Thrillers",2019-06-23,2019,6,116.0,2010s
s3295,TV Show,Title 3294,Director_056,"Actor_240, Actor_216, Actor_059, Actor_173, Actor_224",Spain,"November 17, 2016",2023,TV-MA,7 Seasons,"Romantic Movies, Horror Movies, Dramas",2016-11-17,2016,11,7.0,2020s
s3296,Movie,Title 3295,Director_116,"Actor_209, Actor_301",United States,"January 23, 2021",2022,PG-13,163 min,"Crime TV Shows, Romantic Movies, Action & Adventure",2021-01-23,2021,1,163.0,2020s
s3297,Movie,Title 3296,Director_063,"Actor_173, Actor_330, Actor_219, Actor_246, Actor_184",Japan,"December 04, 2018",2021,R,167 min,Action & Adventure,2018-12-04,2018,12,167.0,2020s
s3298,Movie,Title 3297,Director_098,"Actor_034, Actor_174, Actor_499, Actor_496, Actor_424",India,"November 28, 2019",2020,R,140 min,Music & Musicals,2019-11-28,2019,11,140.0,2020s
s3299,Movie,Title 3298,Director_037,"Actor_187, Actor_025, Actor_236, Actor_202",India,"June 28, 2017",2023,PG-13,165 min,"Sci-Fi & Fantasy, Horror Movies, Comedies",2017-06-28,2017,6,165.0,2020s
s3300,TV Show,Title 3299,Director_144,"Actor_134, Actor_099",Canada,"October 26, 2019",1981,TV-MA,1 Season,Sci-Fi & Fantasy,2019-10-26,2019,10,1.0,1980s
s3301,Movie,Title 3300,Director_026,"Actor_462, Actor_277, Actor_220",Japan,"July 27, 2020",2000,NR,168 min,Documentaries,2020-07-27,2020,7,168.0,2000s
s3302,TV Show,Title 3301,Director_016,"Actor_421, Actor_323, Actor_404, Actor_074",,"April 21, 2017",2012,TV-MA,1 Season,"Documentaries, Reality TV",2017-04-21,2017,4,1.0,2010s
s3303,Movie,Title 3302,Director_062,"Actor_362, Actor_370, Actor_081, Actor_413, Actor_152",United States,"October 13, 2020",2021,R,135 min,Romantic Movies,2020-10-13,2020,10,135.0,2020s
s3304,Movie,Title 3303,Director_010,"Actor_435, Actor_064",Japan,"May 24, 2019",2013,R,126 min,"Comedies, Reality TV",2019-05-24,2019,5,126.0,2010s
s3305,Movie,Title 3304,Director_063,"Actor_230, Actor_106",South Korea,"October 16, 2021",2019,PG-13,176 min,Thrillers,2021-10-16,2021,10,176.0,2010s
s3306,Movie,Title 3305,Director_038,"Actor_363, Actor_148, Actor_171",Canada,"August 30, 2018",1987,NR,90 min,Action & Adventure,2018-08-30,2018,8,90.0,1980s
s3307,Movie,Title 3306,Director_129,"Actor_125, Actor_470, Actor_447",United States,"April 25, 2015",1999,PG-13,82 min,"Anime Series, Horror Movies, Thrillers",2015-04-25,2015,4,82.0,1990s
s3308,Movie,Title 3307,Director_114,"Actor_022, Actor_075, Actor_125, Actor_111",Spain,"July 22, 2016",2018,R,151 min,"Dramas, Kids TV",2016-07-22,2016,7,151.0,2010s
s3309,Movie,Title 3308,Director_193,"Actor_335, Actor_155, Actor_034, Actor_250, Actor_307",Spain,"April 03, 2019",1990,R,157 min,"Thrillers, Music & Musicals",2019-04-03,2019,4,157.0,1990s
s3310,Movie,Title 3309,Director_181,"Actor_333, Actor_406",United States,"May 13, 2022",2007,R,133 min,Romantic Movies,2022-05-13,2022,5,133.0,2000s
s3311,TV Show,Title 3310,Director_156,"Actor_396, Actor_088",Canada,"May 09, 2016",2000,TV-MA,3 Seasons,"Thrillers, Action & Adventure",2016-05-09,2016,5,3.0,2000s
s3312,Movie,Title 3311,Director_044,"Actor_135, Actor_480, Actor_170",France,"April 01, 2017",2007,NR,92 min,"Sports Movies, Horror Movies, Anime Series",2017-04-01,2017,4,92.0,2000s
s3313,TV Show,Title 3312,Director_087,"Actor_009, Actor_290",United States,"February 27, 2021",2018,TV-PG,1 Season,"Comedies, Crime TV Shows, Reality TV",2021-02-27,2021,2,1.0,2010s
s3314,Movie,Title 3313,Director_079,"Actor_146, Actor_342, Actor_189, Actor_304",South Korea,"May 20, 2022",2008,PG-13,116 min,Sci-Fi & Fantasy,2022-05-20,2022,5,116.0,2000s
s3315,Movie,Title 3314,Director_158,"Actor_144, Actor_306, Actor_342",Brazil,"May 28, 2019",2014,PG-13,161 min,Romantic Movies,2019-05-28,2019,5,161.0,2010s
s3316,Movie,Title 3315,Director_176,"Actor_415, Actor_132, Actor_386, Actor_090, Actor_408",Germany,"July 13, 2016",1981,R,136 min,"Music & Musicals, Dramas",2016-07-13,2016,7,136.0,1980s
s3317,Movie,Title 3316,Director_008,"Actor_115, Actor_467, Actor_057, Actor_174, Actor_099",Mexico,"November 07, 2017",2020,R,92 min,"Romantic Movies, Action & Adventure, Comedies",2017-11-07,2017,11,92.0,2020s
s3318,Movie,Title 3317,Director_154,"Actor_386, Actor_115",South Korea,"November 30, 2021",2008,NR,177 min,"International Movies, Crime TV Shows, Thrillers",2021-11-30,2021,11,177.0,2000s
s3319,TV Show,Title 3318,Director_183,"Actor_107, Actor_010",Nigeria,"December 10, 2021",2017,TV-MA,2 Seasons,Dramas,2021-12-10,2021,12,2.0,2010s
s3320,TV Show,Title 3319,Director_104,"Actor_447, Actor_243, Actor_049, Actor_455, Actor_268",United States,"September 27, 2022",2018,TV-MA,2 Seasons,"Music & Musicals, Documentaries",2022-09-27,2022,9,2.0,2010s
s3321,Movie,Title 3320,Director_124,"Actor_426, Actor_281",Spain,"January 09, 2019",1995,PG-13,151 min,Dramas,2019-01-09,2019,1,151.0,1990s
s3322,Movie,Title 3321,Director_077,"Actor_345, Actor_424, Actor_271, Actor_060, Actor_112",Japan,"December 06, 2015",2021,R,100 min,"Romantic Movies, Crime TV Shows",2015-12-06,2015,12,100.0,2020s
s3323,TV Show,Title 3322,Director_044,"Actor_144, Actor_263, Actor_301, Actor_038",France,"April 04, 2019",2016,TV-MA,1 Season,"International Movies, Music & Musicals",2019-04-04,2019,4,1.0,2010s
s3324,Movie,Title 3323,Director_170,"Actor_208, Actor_388, Actor_342",Mexico,"September 03, 2016",2010,PG,153 min,Dramas,2016-09-03,2016,9,153.0,2010s
s3325,TV Show,Title 3324,Director_107,"Actor_317, Actor_181, Actor_262, Actor_142, Actor_206",India,"December 03, 2020",1992,TV-MA,5 Seasons,Sci-Fi & Fantasy,2020-12-03,2020,12,5.0,1990s
s3326,TV Show,Title 3325,Director_149,"Actor_038, Actor_008, Actor_201",South Korea,"February 25, 2020",2023,TV-G,8 Seasons,"Action & Adventure, Thrillers",2020-02-25,2020,2,8.0,2020s
s3327,TV Show,Title 3326,Director_098,"Actor_321, Actor_383, Actor_046, Actor_140, Actor_378",United States,"March 15, 2015",2019,TV-Y7,1 Season,"Thrillers, Reality TV",2015-03-15,2015,3,1.0,2010s
s3328,Movie,Title 3327,Director_160,"Actor_016, Actor_142, Actor_094",Spain,"December 03, 2020",1994,R,126 min,"Romantic Movies, Crime TV Shows, Horror Movies",2020-12-03,2020,12,126.0,1990s
s3329,Movie,Title 3328,Director_026,"Actor_163, Actor_238, Actor_138",United States,"September 06, 2019",2006,PG,171 min,Music & Musicals,2019-09-06,2019,9,171.0,2000s
s3330,Movie,Title 3329,Director_039,"Actor_318, Actor_047, Actor_342, Actor_189",Turkey,"October 28, 2019",2020,PG-13,175 min,"Kids TV, Dramas, Reality TV",2019-10-28,2019,10,175.0,2020s
s3331,Movie,Title 3330,Director_025,"Actor_132, Actor_373, Actor_276, Actor_298",South Korea,"August 20, 2019",2018,NR,101 min,"Sci-Fi & Fantasy, Action & Adventure, Thrillers",2019-08-20,2019,8,101.0,2010s
s3332,TV Show,Title 3331,Director_082,"Actor_435, Actor_350, Actor_347",Turkey,"July 27, 2020",2019,TV-G,8 Seasons,"Action & Adventure, Romantic Movies, Anime Series",2020-07-27,2020,7,8.0,2010s
s3333,Movie,Title 3332,Director_172,"Actor_226, Actor_114",United States,"May 30, 2018",2011,NR,91 min,"Sports Movies, Action & Adventure, Kids TV",2018-05-30,2018,5,91.0,2010s
s3334,Movie,Title 3333,Director_172,"Actor_090, Actor_485, Actor_407",Germany,"May 06, 2015",2018,R,125 min,"Dramas, Thrillers, Music & Musicals",2015-05-06,2015,5,125.0,2010s
s3335,TV Show,Title 3334,Director_025,"Actor_077, Actor_062, Actor_476, Actor_370, Actor_124",United States,"October 18, 2016",2008,TV-PG,2 Seasons,"Crime TV Shows, Comedies, Music & Musicals",2016-10-18,2016,10,2.0,2000s
s3336,TV Show,Title 3335,Director_069,"Actor_306, Actor_110, Actor_268, Actor_285",South Korea,"April 14, 2018",1995,TV-Y,6 Seasons,Sports Movies,2018-04-14,2018,4,6.0,1990s
s3337,TV Show,Title 3336,Director_066,"Actor_060, Actor_059, Actor_072, Actor_043",United Kingdom,"June 19, 2020",2016,TV-PG,8 Seasons,"Romantic Movies, Kids TV, Sci-Fi & Fantasy",2020-06-19,2020,6,8.0,2010s
s3338,TV Show,Title 3337,Director_005,"Actor_095, Actor_359, Actor_071",Mexico,"June 04, 2022",2023,TV-MA,2 Seasons,"International Movies, Documentaries, Comedies",2022-06-04,2022,6,2.0,2020s
s3339,Movie,Title 3338,Director_027,"Actor_191, Actor_360, Actor_429, Actor_223",Turkey,"September 17, 2017",2004,PG-13,169 min,"Stand-Up Comedy, Kids TV, Romantic Movies",2017-09-17,2017,9,169.0,2000s
s3340,Movie,Title 3339,Director_194,"Actor_296, Actor_430, Actor_438, Actor_096",United States,"May 08, 2017",2011,R,124 min,"Action & Adventure, Horror Movies",2017-05-08,2017,5,124.0,2010s
s3341,TV Show,Title 3340,Director_012,"Actor_189, Actor_341, Actor_437, Actor_446, Actor_259",Turkey,"March 02, 2019",2017,TV-MA,3 Seasons,Thrillers,2019-03-02,2019,3,3.0,2010s
s3342,Movie,Title 3341,Director_062,"Actor_164, Actor_446, Actor_436, Actor_449, Actor_013",India,"November 02, 2020",2014,PG-13,85 min,"Documentaries, Sports Movies",2020-11-02,2020,11,85.0,2010s
s3343,Movie,Title 3342,Director_012,"Actor_243, Actor_094, Actor_479, Actor_063, Actor_252",Turkey,"March 14, 2020",2021,G,87 min,"Kids TV, Romantic Movies",2020-03-14,2020,3,87.0,2020s
s3344,Movie,Title 3343,Director_128,"Actor_012, Actor_196, Actor_271",Mexico,"November 07, 2018",2019,R,154 min,"Sci-Fi & Fantasy, Anime Series",2018-11-07,2018,11,154.0,2010s
s3345,Movie,Title 3344,Director_039,"Actor_299, Actor_144",United States,"September 24, 2016",1975,PG,177 min,"Romantic Movies, Music & Musicals, Crime TV Shows",2016-09-24,2016,9,177.0,1970s
s3346,TV Show,Title 3345,Director_164,"Actor_070, Actor_228, Actor_020",India,"July 23, 2019",2023,TV-G,7 Seasons,"Kids TV, Stand-Up Comedy",2019-07-23,2019,7,7.0,2020s
s3347,Movie,Title 3346,Director_030,"Actor_302, Actor_127, Actor_492, Actor_456, Actor_361",Japan,"January 26, 2019",2019,R,162 min,Romantic Movies,2019-01-26,2019,1,162.0,2010s
s3348,Movie,Title 3347,Director_016,"Actor_110, Actor_375, Actor_168, Actor_200",United States,"November 03, 2021",2021,G,170 min,Action & Adventure,2021-11-03,2021,11,170.0,2020s
s3349,Movie,Title 3348,Director_136,"Actor_191, Actor_474, Actor_182",United States,"January 09, 2022",2017,PG-13,99 min,"Sci-Fi & Fantasy, Action & Adventure, Anime Series",2022-01-09,2022,1,99.0,2010s
s3350,Movie,Title 3349,Director_108,"Actor_017, Actor_200",United States,"December 03, 2022",2021,R,162 min,Romantic Movies,2022-12-03,2022,12,162.0,2020s
s3351,Movie,Title 3350,Director_063,"Actor_014, Actor_240, Actor_250, Actor_009",United States,"November 25, 2016",1983,PG,128 min,"Comedies, Action & Adventure, Anime Series",2016-11-25,2016,11,128.0,1980s
s3352,Movie,Title 3351,Director_056,"Actor_061, Actor_478",United States,"February 10, 2022",2007,PG-13,166 min,"Documentaries, Thrillers",2022-02-10,2022,2,166.0,2000s
s3353,TV Show,Title 3352,Director_140,"Actor_059, Actor_424, Actor_076",South Korea,"July 17, 2017",2021,TV-MA,6 Seasons,"Sci-Fi & Fantasy, Thrillers",2017-07-17,2017,7,6.0,2020s
s3354,Movie,Title 3353,Director_164,"Actor_041, Actor_293",United Kingdom,"April 26, 2015",1994,R,132 min,"Dramas, Action & Adventure, Anime Series",2015-04-26,2015,4,132.0,1990s
s3355,Movie,Title 3354,Director_141,"Actor_251, Actor_417, Actor_288, Actor_385, Actor_403",Japan,"October 28, 2017",1978,NR,155 min,"Crime TV Shows, Comedies, Action & Adventure",2017-10-28,2017,10,155.0,1970s
s3356,Movie,Title 3355,Director_024,"Actor_451, Actor_307, Actor_359",United Kingdom,"May 26, 2018",2020,NR,165 min,"Sci-Fi & Fantasy, Stand-Up Comedy, Kids TV",2018-05-26,2018,5,165.0,2020s
